Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;target system;double bond equivalents
BROMOPRIDE;3;344.25;2.11;67.59;7.0;0;20.0;5.0;3.0;C14H22BrN3O2;1;0;GASTRIC / METABOLISM;5.0
PROGLUMIDE;4;334.42;2.3;86.71;10.0;0;24.0;6.0;2.0;C18H26N2O4;0;1;GASTRIC / METABOLISM;7.0
BUDESONIDE;4;430.54;2.72;93.06;4.0;0;31.0;6.0;2.0;C25H34O6;0;0;GASTRIC / METABOLISM;9.0
KANAMYCIN;4;484.5;-7.29;282.61;6.0;0;33.0;15.0;15.0;C18H36N4O11;1;0;GASTRIC / METABOLISM;3.0
CINITAPRIDE;3;402.5;3.13;110.73;7.0;0;29.0;8.0;3.0;C21H30N4O4;1;0;GASTRIC / METABOLISM;9.0
ALIZAPRIDE;3;315.38;1.35;83.14;6.0;0;23.0;7.0;2.0;C16H21N5O2;0;0;GASTRIC / METABOLISM;9.0
TIROPRAMIDE;3;467.65;4.4;61.88;15.0;0;34.0;6.0;1.0;C28H41N3O3;1;0;GASTRIC / METABOLISM;10.0
PAROMOMYCIN;4;615.63;-8.86;347.32;9.0;0;42.0;19.0;18.0;C23H45N5O14;1;0;GASTRIC / METABOLISM;4.0
CISAPRIDE;4;465.95;3.36;86.05;9.0;0;32.0;7.0;3.0;C23H29ClFN3O4;0;0;GASTRIC / METABOLISM;10.0
DEXRABEPRAZOLE;0;359.45;2.99;77.1;8.0;0;25.0;6.0;1.0;C18H21N3O3S;0;0;GASTRIC / METABOLISM;10.0
TELOTRISTAT;4;546.94;4.51;142.17;8.0;0;38.0;9.0;5.0;C25H22ClF3N6O3;1;1;GASTRIC / METABOLISM;16.0
TETRACYCLINE;4;444.44;-0.21;181.62;2.0;0;32.0;10.0;7.0;C22H24N2O8;1;1;GASTRIC / METABOLISM;12.0
RIMONABANT;4;463.8;5.94;50.16;4.0;0;30.0;5.0;1.0;C22H21Cl3N4O;0;0;GASTRIC / METABOLISM;13.0
PHENTERMINE;4;149.24;1.97;26.02;2.0;0;11.0;1.0;2.0;C10H15N;1;0;GASTRIC / METABOLISM;4.0
PANTOPRAZOLE;4;383.38;2.88;86.33;7.0;0;26.0;7.0;1.0;C16H15F2N3O4S;0;0;GASTRIC / METABOLISM;10.0
CALCIUM LACTATE;4;218.22;-2.9246530812868823;121.0;0.0;0;13.0;6.0;2.0;C6H10CaO6;0;0;GASTRIC / METABOLISM;2.0
HOMATROPINE METHYLBROMIDE;4;370.29;2.03;46.53;3.0;0;21.0;4.0;1.0;C17H24BrNO3;0;0;GASTRIC / METABOLISM;6.0
BENZOXONIUM CHLORIDE;0;400.05;4.91;40.46;17.0;0;26.0;3.0;2.0;C23H42ClNO2;0;0;GASTRIC / METABOLISM;3.0
HYDROCORTISONE ACETATE;4;404.5;2.35;100.9;3.0;0;29.0;6.0;2.0;C23H32O6;0;0;GASTRIC / METABOLISM;8.0
CHLOROBUTANOL;4;177.46;2.13;20.23;0.0;0;8.0;1.0;1.0;C4H7Cl3O;0;0;GASTRIC / METABOLISM;0.0
EVOGLIPTIN;3;401.43;1.51;84.66;6.0;0;28.0;6.0;3.0;C19H26F3N3O3;1;0;GASTRIC / METABOLISM;7.0
BETAMETHASONE ACETATE;4;434.5;2.47;100.9;3.0;0;31.0;6.0;2.0;C24H31FO6;0;0;GASTRIC / METABOLISM;9.0
SODIUM SELENITE;3;172.94;-4.155096887143392;63.2;0.0;1;6.0;3.0;0.0;Na2O3Se;0;0;GASTRIC / METABOLISM;0.0
OXYQUINOLINE;0;145.16;1.94;33.12;0.0;0;11.0;2.0;1.0;C9H7NO;0;0;GASTRIC / METABOLISM;7.0
TOLRESTAT;4;357.35;3.56;49.77;4.0;0;24.0;4.0;1.0;C16H14F3NO3S;0;1;GASTRIC / METABOLISM;9.0
GLIMEPIRIDE;4;490.63;3.07;124.68;7.0;0;34.0;9.0;3.0;C24H34N4O5S;0;1;GASTRIC / METABOLISM;10.0
CALCIUM GLUCONATE;4;430.37;-4.103041849331703;283.0;8.0;0;27.0;14.0;10.0;C12H22CaO14;0;0;GASTRIC / METABOLISM;2.0
TOLBUTAMIDE;4;270.35;1.78;75.27;5.0;0;18.0;5.0;2.0;C12H18N2O3S;0;1;GASTRIC / METABOLISM;5.0
BISOXATIN ACETATE;0;417.42;3.81;90.93;4.0;0;31.0;7.0;1.0;C24H19NO6;0;0;GASTRIC / METABOLISM;16.0
HEXOCYCLIUM;4;317.5;2.85;23.47;4.0;0;23.0;3.0;1.0;C20H33N2O+;1;0;GASTRIC / METABOLISM;6.0
GEMIGLIPTIN;3;489.37;2.37;92.42;4.0;0;33.0;7.0;2.0;C18H19F8N5O2;0;0;GASTRIC / METABOLISM;8.0
TENAPANOR;4;1145.07;3.231392387514058;235.0;29.0;0;74.0;14.0;6.0;C50H66Cl4N8O10S2;0;0;GASTRIC / METABOLISM;20.0
STANNOUS FLUORIDE;4;156.71;-1.0;0.0;0.0;1;3.0;2.0;0.0;F2Sn;0;0;GASTRIC / METABOLISM;0.0
TROXIPIDE;0;294.35;1.19;68.82;5.0;0;21.0;6.0;2.0;C15H22N2O4;1;0;GASTRIC / METABOLISM;6.0
ESOMEPRAZOLE;4;345.42;2.9;77.1;5.0;0;24.0;6.0;1.0;C17H19N3O3S;0;0;GASTRIC / METABOLISM;10.0
DAPAGLIFLOZIN;4;408.88;1.84;99.38;6.0;0;28.0;6.0;4.0;C21H25ClO6;0;0;GASTRIC / METABOLISM;9.0
TENELIGLIPTIN;3;426.59;1.57;56.64;4.0;0;30.0;7.0;1.0;C22H30N6OS;1;0;GASTRIC / METABOLISM;11.0
TEGASEROD;4;301.39;2.81;85.29;7.0;0;22.0;6.0;4.0;C16H23N5O;1;0;GASTRIC / METABOLISM;8.0
ONDANSETRON;4;293.37;3.13;39.82;2.0;0;22.0;4.0;0.0;C18H19N3O;0;0;GASTRIC / METABOLISM;11.0
RACECADOTRIL;4;385.49;2.98;72.47;9.0;0;27.0;5.0;1.0;C21H23NO4S;0;0;GASTRIC / METABOLISM;11.0
PHENOLPHTHALEIN;4;318.33;3.56;66.76;2.0;0;24.0;4.0;2.0;C20H14O4;0;0;GASTRIC / METABOLISM;14.0
CALCIUM PANTOTHENATE;0;476.54;-1.04;106.86;6.0;0;15.0;6.0;4.0;C18H32CaN2O10;0;1;GASTRIC / METABOLISM;4.0
SODIUM CHLORIDE;4;58.44;-1.0;0.0;0.0;1;2.0;1.0;0.0;ClNa;0;0;GASTRIC / METABOLISM;0.5
DOMIPHEN;4;334.57;6.06;9.23;15.0;0;24.0;2.0;0.0;C22H40NO+;1;0;GASTRIC / METABOLISM;4.0
BETAMETHASONE SODIUM PHOSPHATE;4;516.41;2.01;141.36;4.0;0;32.0;8.0;4.0;C22H28FNa2O8P;0;1;GASTRIC / METABOLISM;8.5
ATROPINE;4;289.37;1.93;49.77;4.0;0;21.0;4.0;1.0;C17H23NO3;1;0;GASTRIC / METABOLISM;7.0
NYSTATIN;4;926.11;0.94;319.61;3.0;0;65.0;18.0;13.0;C47H75NO17;1;1;GASTRIC / METABOLISM;11.0
METHANTHELINE;4;340.44;3.95;35.53;6.0;0;25.0;4.0;0.0;C21H26NO3+;1;0;GASTRIC / METABOLISM;10.0
BETA CAROTENE;4;536.89;12.61;0.0;10.0;0;40.0;0.0;0.0;C40H56;0;0;GASTRIC / METABOLISM;13.0
NITISINONE;4;329.23;2.73;94.35;3.0;0;23.0;6.0;0.0;C14H10F3NO5;0;0;GASTRIC / METABOLISM;9.0
DIHEXYVERINE;0;321.51;4.55;29.54;5.0;0;23.0;3.0;0.0;C20H35NO2;0;0;GASTRIC / METABOLISM;4.0
MEFENOREX;0;211.74;2.84;12.03;6.0;0;14.0;1.0;1.0;C12H18ClN;1;0;GASTRIC / METABOLISM;4.0
LEVOCARNITINE;4;161.2;-1.81;60.36;4.0;0;11.0;4.0;1.0;C7H15NO3;0;1;GASTRIC / METABOLISM;1.0
ELIGLUSTAT;4;404.55;3.43;71.03;11.0;0;29.0;6.0;2.0;C23H36N2O4;0;0;GASTRIC / METABOLISM;7.0
MEBEVERINE;4;429.56;4.6;57.23;13.0;0;31.0;6.0;0.0;C25H35NO5;1;0;GASTRIC / METABOLISM;9.0
NALOXONE;4;327.38;1.3;70.0;2.0;0;24.0;5.0;2.0;C19H21NO4;0;0;GASTRIC / METABOLISM;10.0
CALCIUM CHLORIDE;4;110.98;-1.0;2.0;0.0;1;5.0;4.0;2.0;CaCl2;0;0;GASTRIC / METABOLISM;0.0
CERIUM OXALATE;0;562.3;-5.677706743135289;241.0;0.0;0;20.0;12.0;0.0;C6H2Ce2O13;0;0;GASTRIC / METABOLISM;6.0
SAPROPTERIN;4;241.25;-1.29;136.55;2.0;0;17.0;8.0;7.0;C9H15N5O3;0;0;GASTRIC / METABOLISM;5.0
LINAGLIPTIN;4;472.55;1.15;116.86;4.0;0;35.0;10.0;2.0;C25H28N8O2;1;0;GASTRIC / METABOLISM;16.0
HYDROCORTISONE;4;362.47;1.78;94.83;2.0;0;26.0;5.0;3.0;C21H30O5;0;0;GASTRIC / METABOLISM;7.0
OXYPHENISATIN ACETATE;4;401.42;3.82;81.7;4.0;0;30.0;6.0;1.0;C24H19NO5;0;0;GASTRIC / METABOLISM;16.0
MAGNESIUM SULFATE;4;246.47;-8.405018902769124;88.6;0.0;1;6.0;4.0;0.0;H14MgO11S;0;0;GASTRIC / METABOLISM;0.0
PROXAZOLE;0;287.41;3.5;42.16;8.0;0;21.0;4.0;0.0;C17H25N3O;1;0;GASTRIC / METABOLISM;7.0
CALCIFEDIOL;4;418.66;6.73;40.46;6.0;0;29.0;2.0;2.0;C27H46O3;0;0;GASTRIC / METABOLISM;5.0
MACROGOL;4;62.07;-1.03;40.46;1.0;0;4.0;2.0;2.0;C2H6O2;0;0;GASTRIC / METABOLISM;0.0
GLYCERIN;4;92.09;-1.67;60.69;2.0;0;6.0;3.0;3.0;C3H8O3;0;0;GASTRIC / METABOLISM;0.0
HYMECROMONE;1;176.17;1.81;50.44;0.0;0;13.0;3.0;1.0;C10H8O3;0;0;GASTRIC / METABOLISM;7.0
TRIAMCINOLONE;4;394.44;0.62;115.06;2.0;0;28.0;6.0;4.0;C21H27FO6;0;0;GASTRIC / METABOLISM;8.0
HYDROCORTISONE SODIUM PHOSPHATE;4;486.41;1.9;141.36;4.0;0;30.0;8.0;4.0;C21H29Na2O8P;0;1;GASTRIC / METABOLISM;7.5
CILANSETRON;0;319.41;3.54;39.82;2.0;0;24.0;4.0;0.0;C20H21N3O;0;0;GASTRIC / METABOLISM;12.0
POTASSIUM CHLORIDE;4;74.55;-1.0;0.0;0.0;1;2.0;1.0;0.0;ClK;0;0;GASTRIC / METABOLISM;0.5
BISACODYL;4;361.4;4.11;65.49;5.0;0;27.0;5.0;0.0;C22H19NO4;0;0;GASTRIC / METABOLISM;14.0
VANCOMYCIN;4;1449.27;1.1414848031811546;531.0;13.0;0;101.0;26.0;19.0;C66H75Cl2N9O24;0;0;GASTRIC / METABOLISM;33.0
HEXETIDINE;4;339.61;4.71;32.5;12.0;0;24.0;3.0;2.0;C21H45N3;1;0;GASTRIC / METABOLISM;1.0
THIAMINE;4;300.81;0.61;75.91;4.0;0;18.0;5.0;3.0;C12H17ClN4OS;0;0;GASTRIC / METABOLISM;6.0
MESALAMINE;4;153.14;0.67;83.55;1.0;0;11.0;4.0;4.0;C7H7NO3;0;1;GASTRIC / METABOLISM;5.0
PRIFINIUM BROMIDE;0;386.38;5.14;0.0;4.0;0;23.0;1.0;0.0;C22H28BrN;0;0;GASTRIC / METABOLISM;9.0
MAGNESIUM CITRATE;4;451.11;-3.308112700483255;281.0;4.0;0;29.0;14.0;2.0;C12H10Mg3O14;0;0;GASTRIC / METABOLISM;8.0
FIDAXOMICIN;4;1058.05;2.6966474648201415;267.0;15.0;0;72.0;18.0;7.0;C52H74Cl2O18;0;0;GASTRIC / METABOLISM;15.0
ALOGLIPTIN;4;339.4;0.39;97.05;3.0;0;25.0;7.0;2.0;C18H21N5O2;1;0;GASTRIC / METABOLISM;11.0
ZINC SULFATE;4;161.45;-8.405018902769124;88.6;0.0;1;6.0;4.0;0.0;O4SZn;0;0;GASTRIC / METABOLISM;0.0
LACTITOL;4;344.31;-5.76;200.53;8.0;0;23.0;11.0;9.0;C12H24O11;0;0;GASTRIC / METABOLISM;1.0
HYDROCORTISONE SODIUM SUCCINATE;4;484.52;2.2;138.2;6.0;0;33.0;8.0;3.0;C25H33NaO8;0;1;GASTRIC / METABOLISM;9.5
DRONABINOL;4;314.47;5.74;29.46;4.0;0;23.0;2.0;1.0;C21H30O2;0;0;GASTRIC / METABOLISM;7.0
OXYPHENCYCLIMINE;4;344.46;2.73;62.13;5.0;0;25.0;5.0;1.0;C20H28N2O3;1;0;GASTRIC / METABOLISM;8.0
DIISOPROMINE;0;295.47;5.33;3.24;7.0;0;22.0;1.0;0.0;C21H29N;1;0;GASTRIC / METABOLISM;8.0
SODIUM TARTRATE;0;194.05;-3.7033335232776654;121.0;1.0;0;12.0;6.0;2.0;C4H4Na2O6;0;0;GASTRIC / METABOLISM;3.0
TIMEPIDIUM BROMIDE;0;400.41;4.11;9.23;3.0;0;21.0;2.0;0.0;C17H22BrNOS2;0;0;GASTRIC / METABOLISM;7.0
NALOXEGOL;4;651.79;1.86;126.77;24.0;0;46.0;12.0;2.0;C34H53NO11;1;0;GASTRIC / METABOLISM;9.0
PYRIDOXAL PHOSPHATE;3;265.16;0.52;116.95;4.0;0;16.0;7.0;3.0;C8H12NO7P;0;1;GASTRIC / METABOLISM;3.5
POLDINE;4;340.44;2.7;46.53;5.0;0;25.0;4.0;1.0;C21H26NO3+;1;0;GASTRIC / METABOLISM;10.0
SIBUTRAMINE;4;279.86;4.74;3.24;5.0;0;19.0;1.0;0.0;C17H26ClN;1;0;GASTRIC / METABOLISM;5.0
BETAINE;4;118.16;-0.22;37.3;2.0;0;8.0;3.0;1.0;C5H12NO2+;1;1;GASTRIC / METABOLISM;1.0
MIGLUSTAT;4;219.28;-1.45;84.16;4.0;0;15.0;5.0;4.0;C10H21NO4;0;0;GASTRIC / METABOLISM;1.0
ASCORBIC ACID;4;176.12;-1.41;107.22;2.0;0;12.0;6.0;4.0;C6H8O6;0;1;GASTRIC / METABOLISM;3.0
RIBOFLAVIN;4;376.37;-1.72;161.56;5.0;0;27.0;10.0;5.0;C17H20N4O6;0;1;GASTRIC / METABOLISM;10.0
LOBEGLITAZONE;3;480.55;3.69;102.88;10.0;0;34.0;9.0;1.0;C24H24N4O5S;0;0;GASTRIC / METABOLISM;15.0
DEXAMETHASONE;4;392.47;1.9;94.83;2.0;0;28.0;5.0;3.0;C22H29FO5;0;0;GASTRIC / METABOLISM;8.0
TREPIBUTONE;0;310.35;2.93;82.06;10.0;0;22.0;6.0;1.0;C16H22O6;0;1;GASTRIC / METABOLISM;6.0
CHLORTETRACYCLINE;4;478.89;0.44;181.62;2.0;0;33.0;10.0;7.0;C22H23ClN2O8;1;1;GASTRIC / METABOLISM;12.0
MIGLITOL;4;207.23;-3.26;104.39;3.0;0;14.0;6.0;5.0;C8H17NO5;0;0;GASTRIC / METABOLISM;1.0
SCOPOLAMINE;4;303.36;0.92;62.3;4.0;0;22.0;5.0;1.0;C17H21NO4;0;0;GASTRIC / METABOLISM;8.0
ALVIMOPAN;4;424.54;3.05;89.87;8.0;0;31.0;6.0;3.0;C25H32N2O4;1;1;GASTRIC / METABOLISM;11.0
SULFASALAZINE;4;398.4;3.7;141.31;6.0;0;28.0;9.0;3.0;C18H14N4O5S;0;1;GASTRIC / METABOLISM;14.0
EPINEPHRINE;4;183.21;0.35;72.72;3.0;0;13.0;4.0;4.0;C9H13NO3;1;0;GASTRIC / METABOLISM;4.0
GLIPIZIDE;4;445.55;2.08;130.15;7.0;0;31.0;9.0;3.0;C21H27N5O4S;0;1;GASTRIC / METABOLISM;11.0
ADEMETIONINE;4;398.45;-3.26;185.46;7.0;0;27.0;11.0;6.0;C15H22N6O5S;1;1;GASTRIC / METABOLISM;8.0
CLOBENZOREX;0;259.78;4.06;12.03;5.0;0;18.0;1.0;1.0;C16H18ClN;1;0;GASTRIC / METABOLISM;8.0
MAGNESIUM PIDOLATE;2;280.52;-0.65;66.4;1.0;0;9.0;4.0;2.0;C10H12MgN2O6;0;1;GASTRIC / METABOLISM;6.0
CAROVERINE;0;365.48;3.34;47.36;8.0;0;27.0;5.0;0.0;C22H27N3O2;1;0;GASTRIC / METABOLISM;11.0
NANDROLONE DECANOATE;4;428.66;7.18;43.37;9.0;0;31.0;3.0;0.0;C28H44O3;0;0;GASTRIC / METABOLISM;7.0
DANTHRON;4;240.21;1.87;74.6;0.0;0;18.0;4.0;2.0;C14H8O4;0;0;GASTRIC / METABOLISM;11.0
TRIDIHEXETHYL;4;318.53;4.72;20.23;8.0;0;23.0;2.0;1.0;C21H36NO+;1;0;GASTRIC / METABOLISM;5.0
SODIUM PERBORATE;4;199.63;-2.0134039028910546;50.4;0.0;1;6.0;4.0;1.0;H4B2Na2O8;0;0;GASTRIC / METABOLISM;0.0
TRIAMCINOLONE HEXACETONIDE;4;532.65;4.41;99.13;4.0;0;38.0;7.0;1.0;C30H41FO7;0;0;GASTRIC / METABOLISM;10.0
METHSCOPOLAMINE;4;318.39;1.06;59.06;4.0;0;23.0;5.0;1.0;C18H24NO4+;1;0;GASTRIC / METABOLISM;8.0
MAGNESIUM CHLORIDE;4;203.3;-1.0;6.0;0.0;1;9.0;8.0;6.0;H12Cl2MgO6;0;0;GASTRIC / METABOLISM;0.0
DIMETHYLAMINOPROPIONYLPHENOTHIAZINE;0;298.41;3.77;23.55;2.0;0;21.0;3.0;0.0;C17H18N2OS;0;0;GASTRIC / METABOLISM;10.0
BELLADONNA;3;542.7;4.936222511243387;59.1;7.0;0;40.0;6.0;0.0;C34H42N2O4;0;0;GASTRIC / METABOLISM;15.0
MIGALASTAT;4;163.17;-2.97;92.95;1.0;0;11.0;5.0;5.0;C6H13NO4;0;0;GASTRIC / METABOLISM;1.0
MAGNESIUM CARBONATE;4;84.31;-6.270018709092577;63.2;0.0;0;5.0;3.0;0.0;CMgO3;0;0;GASTRIC / METABOLISM;2.0
ALOSETRON;4;294.36;2.41;53.92;2.0;0;22.0;5.0;1.0;C17H18N4O;0;0;GASTRIC / METABOLISM;11.0
NIPEROTIDINE;0;434.52;2.76;102.04;12.0;0;30.0;9.0;2.0;C20H26N4O5S;0;0;GASTRIC / METABOLISM;10.0
TIBEZONIUM IODIDE;0;601.62;7.61;24.72;8.0;0;33.0;3.0;0.0;C28H32IN3S2;0;0;GASTRIC / METABOLISM;14.0
IPRAGLIFLOZIN;3;404.46;2.15;90.15;4.0;0;28.0;5.0;4.0;C21H21FO5S;0;0;GASTRIC / METABOLISM;11.0
PREDNISOLONE TEBUTATE;4;458.6;3.54;100.9;4.0;0;33.0;6.0;2.0;C27H38O6;0;0;GASTRIC / METABOLISM;9.0
ENPROSTIL;0;400.47;2.6;93.06;10.0;0;29.0;6.0;2.0;C23H28O6;0;0;GASTRIC / METABOLISM;10.0
ELUXADOLINE;4;569.66;4.16;164.63;11.0;0;42.0;10.0;6.0;C32H35N5O5;0;1;GASTRIC / METABOLISM;18.0
CARBUTAMIDE;0;271.34;1.06;101.29;5.0;0;18.0;6.0;4.0;C11H17N3O3S;0;1;GASTRIC / METABOLISM;5.0
AMPHOTERICIN B;4;924.09;0.71;319.61;3.0;0;65.0;18.0;13.0;C47H73NO17;1;1;GASTRIC / METABOLISM;12.0
TRIHEPTANOIN;4;428.61;5.9;78.9;20.0;0;30.0;6.0;0.0;C24H44O6;0;0;GASTRIC / METABOLISM;3.0
CATHINE;0;151.21;1.07;46.25;2.0;0;11.0;2.0;3.0;C9H13NO;1;0;GASTRIC / METABOLISM;4.0
ORLISTAT;4;495.75;6.88;81.7;23.0;0;35.0;6.0;1.0;C29H53NO5;0;0;GASTRIC / METABOLISM;4.0
DEXAMETHASONE ACETATE;4;434.5;2.47;100.9;3.0;0;31.0;6.0;2.0;C24H31FO6;0;0;GASTRIC / METABOLISM;9.0
DICYCLOMINE;4;309.49;4.4;29.54;7.0;0;22.0;3.0;0.0;C19H35NO2;1;0;GASTRIC / METABOLISM;3.0
DOMPERIDONE;4;425.92;3.35;78.82;5.0;0;30.0;7.0;2.0;C22H24ClN5O2;0;0;GASTRIC / METABOLISM;13.0
SODIUM MONOFLUOROPHOSPHATE;4;143.95;-2.644438442893975;63.2;0.0;1;7.0;4.0;0.0;FNa2O3P;0;0;GASTRIC / METABOLISM;0.0
BUFORMIN;4;157.22;-0.63;102.78;3.0;0;11.0;5.0;6.0;C6H15N5;1;0;GASTRIC / METABOLISM;2.0
ALUMINUM PHOSPHATE;2;121.95;-8.003451468221812;86.2;0.0;1;6.0;4.0;0.0;AlO4P;0;0;GASTRIC / METABOLISM;0.0
VILDAGLIPTIN;4;303.41;1.17;76.36;3.0;0;22.0;5.0;2.0;C17H25N3O2;1;0;GASTRIC / METABOLISM;7.0
VONOPRAZAN;3;345.4;2.65;63.99;5.0;0;24.0;5.0;1.0;C17H16FN3O2S;1;0;GASTRIC / METABOLISM;11.0
PREDNISOLONE;4;360.45;1.56;94.83;2.0;0;26.0;5.0;3.0;C21H28O5;0;0;GASTRIC / METABOLISM;8.0
CIMETROPIUM BROMIDE;3;438.36;1.84;59.06;6.0;0;26.0;5.0;1.0;C21H28BrNO4;0;0;GASTRIC / METABOLISM;8.0
BEVONIUM;0;354.47;3.09;46.53;5.0;0;26.0;4.0;1.0;C22H28NO3+;1;0;GASTRIC / METABOLISM;10.0
FENOVERINE;3;459.57;4.36;45.25;4.0;0;33.0;6.0;0.0;C26H25N3O3S;0;0;GASTRIC / METABOLISM;16.0
URIDINE TRIACETATE;4;370.31;-1.14;142.99;5.0;0;26.0;11.0;1.0;C15H18N2O9;0;0;GASTRIC / METABOLISM;8.0
SITAGLIPTIN;4;407.32;2.02;77.04;4.0;0;28.0;6.0;2.0;C16H15F6N5O;1;0;GASTRIC / METABOLISM;9.0
SODIUM BENZOATE;4;144.1;2.39379869126571;40.1;1.0;0;10.0;2.0;0.0;C7H5NaO2;0;0;GASTRIC / METABOLISM;5.5
DIPHEMANIL;4;278.42;4.36;0.0;2.0;0;21.0;1.0;0.0;C20H24N+;1;0;GASTRIC / METABOLISM;9.5
ALVERINE;4;281.44;4.57;3.24;9.0;0;21.0;1.0;0.0;C20H27N;1;0;GASTRIC / METABOLISM;8.0
CARGLUMIC ACID;4;190.16;-1.03;129.72;5.0;0;13.0;7.0;5.0;C6H10N2O5;0;1;GASTRIC / METABOLISM;3.0
GLIBORNURIDE;4;366.48;2.17;95.5;3.0;0;25.0;6.0;3.0;C18H26N2O4S;0;1;GASTRIC / METABOLISM;7.0
CROMOLYN;4;468.37;2.11;173.71;8.0;0;34.0;11.0;3.0;C23H16O11;0;1;GASTRIC / METABOLISM;16.0
DEXLANSOPRAZOLE;4;369.37;3.52;67.87;5.0;0;25.0;5.0;1.0;C16H14F3N3O2S;0;0;GASTRIC / METABOLISM;10.0
DOLASETRON;4;324.38;2.52;62.4;2.0;0;24.0;5.0;1.0;C19H20N2O3;0;0;GASTRIC / METABOLISM;11.0
NANDROLONE PHENPROPIONATE;4;406.57;5.67;43.37;4.0;0;30.0;3.0;0.0;C27H34O3;0;0;GASTRIC / METABOLISM;11.0
CHLORHEXIDINE;4;505.46;4.18;167.58;9.0;0;34.0;10.0;10.0;C22H30Cl2N10;1;0;GASTRIC / METABOLISM;12.0
FENFLURAMINE;4;231.26;3.25;12.03;4.0;0;16.0;1.0;1.0;C12H16F3N;1;0;GASTRIC / METABOLISM;4.0
HYDROCORTISONE VALERATE;4;446.58;3.52;100.9;6.0;0;32.0;6.0;2.0;C26H38O6;0;0;GASTRIC / METABOLISM;8.0
ISOMETHEPTENE;4;141.26;2.34;12.03;4.0;0;10.0;1.0;1.0;C9H19N;1;0;GASTRIC / METABOLISM;1.0
CIMETIDINE;4;252.35;0.6;88.89;5.0;0;17.0;6.0;3.0;C10H16N6S;0;0;GASTRIC / METABOLISM;6.0
PREDNISOLONE ACETATE;4;402.49;2.13;100.9;3.0;0;29.0;6.0;2.0;C23H30O6;0;0;GASTRIC / METABOLISM;9.0
GLICLAZIDE;4;323.42;1.63;78.51;3.0;0;22.0;6.0;2.0;C15H21N3O3S;0;1;GASTRIC / METABOLISM;7.0
TROGLITAZONE;4;441.55;4.37;84.86;5.0;0;31.0;6.0;2.0;C24H27NO5S;0;0;GASTRIC / METABOLISM;12.0
PHLOROGLUCINOL;4;126.11;0.8;60.69;0.0;0;9.0;3.0;3.0;C6H6O3;0;0;GASTRIC / METABOLISM;4.0
OTILONIUM BROMIDE;3;563.58;6.32;64.63;16.0;0;35.0;6.0;1.0;C29H43BrN2O4;0;0;GASTRIC / METABOLISM;9.0
BETAMETHASONE BENZOATE;4;496.58;3.76;100.9;4.0;0;36.0;6.0;2.0;C29H33FO6;0;0;GASTRIC / METABOLISM;13.0
ACETARSONE;4;275.09;-0.7417736934912291;107.0;2.0;0;15.0;5.0;4.0;C8H10AsNO5;0;0;GASTRIC / METABOLISM;4.5
ZOLIMIDINE;0;272.33;2.4;51.44;2.0;0;19.0;4.0;0.0;C14H12N2O2S;0;0;GASTRIC / METABOLISM;10.0
ETILAMFETAMINE;0;163.26;2.23;12.03;4.0;0;12.0;1.0;1.0;C11H17N;1;0;GASTRIC / METABOLISM;4.0
URSODIOL;4;392.58;4.48;77.76;4.0;0;28.0;4.0;3.0;C24H40O4;0;1;GASTRIC / METABOLISM;5.0
BENZYDAMINE;4;309.41;3.42;30.29;7.0;0;23.0;4.0;0.0;C19H23N3O;1;0;GASTRIC / METABOLISM;10.0
SODIUM PICOSULFATE;4;481.42;2.63;140.09;7.0;0;29.0;9.0;2.0;C18H13NNa2O8S2;0;1;GASTRIC / METABOLISM;13.0
ROLAPITANT;4;500.48;5.73;50.36;5.0;0;35.0;4.0;2.0;C25H26F6N2O2;0;0;GASTRIC / METABOLISM;11.0
CHLORBENZOXAMINE;0;435.01;5.57;15.71;8.0;0;31.0;3.0;0.0;C27H31ClN2O;0;0;GASTRIC / METABOLISM;13.0
METRONIDAZOLE;4;171.16;0.09;81.19;3.0;0;12.0;6.0;1.0;C6H9N3O3;0;0;GASTRIC / METABOLISM;4.0
LORCASERIN;4;195.69;2.59;12.03;0.0;0;13.0;1.0;1.0;C11H14ClN;1;0;GASTRIC / METABOLISM;5.0
CYSTEAMINE;4;77.15;-0.13;26.02;1.0;0;4.0;1.0;2.0;C2H7NS;1;0;GASTRIC / METABOLISM;0.0
SILIBININ;3;482.44;2.36;155.14;4.0;0;35.0;10.0;5.0;C25H22O10;0;0;GASTRIC / METABOLISM;15.0
RANITIDINE;4;314.41;1.46;83.58;10.0;0;21.0;7.0;2.0;C13H22N4O3S;0;0;GASTRIC / METABOLISM;5.0
RIFAMYCIN;4;697.78;4.75;201.31;2.0;0;50.0;13.0;6.0;C37H47NO12;0;0;GASTRIC / METABOLISM;15.0
GLYBURIDE;4;494.01;3.64;113.6;8.0;0;33.0;8.0;3.0;C23H28ClN3O5S;0;1;GASTRIC / METABOLISM;11.0
GLYCEROL PHENYLBUTYRATE;4;530.66;6.05;78.9;17.0;0;39.0;6.0;0.0;C33H38O6;0;0;GASTRIC / METABOLISM;15.0
DOXYCYCLINE;4;444.44;-0.35;181.62;2.0;0;32.0;10.0;7.0;C22H24N2O8;0;1;GASTRIC / METABOLISM;12.0
