Name;Max Phase;Molecular Weight;AlogP;Topological Polar Surface Area;Rotatable Bond Count;Inorganic Flag;Heavy Atom Count;Hydrogen Bond Acceptor Count;Hydrogen Bond Donor Count;Molecular Formula;positive charge;negative charge;double bond equivalents
SESELIDIOL DIACETATE;0;344.45;3.96;52.6;10.0;0;25.0;4.0;0.0;C21H28O4;0;0;8.0
SPIROTRIAZINE;0;305.81;2.7;80.0;1.0;0;21.0;5.0;4.0;C15H20ClN5;0;0;8.0
VAPITADINE;2;296.37;1.21;72.94;1.0;0;22.0;5.0;3.0;C17H20N4O;1;0;10.0
FLUMETRAMIDE;0;245.2;1.89;38.33;1.0;0;17.0;3.0;1.0;C11H10F3NO2;0;0;6.0
TRICLOFYLLINE;0;371.61;0.14;91.28;4.0;0;22.0;8.0;1.0;C11H13Cl3N4O4;0;0;6.0
PHTHALYLSULFAMETHIZOLE;0;418.46;2.6;138.35;6.0;0;28.0;9.0;3.0;C17H14N4O5S2;0;1;13.0
ATAQUIMAST;0;203.25;1.46;46.92;2.0;0;15.0;4.0;1.0;C11H13N3O;0;0;7.0
HOQUIZIL;0;390.44;1.68;97.25;5.0;0;28.0;9.0;1.0;C19H26N4O5;0;0;9.0
DICHLORAMINE-T;0;240.11;2.29;37.38;2.0;0;13.0;3.0;0.0;C7H7Cl2NO2S;0;0;4.0
JATAMANIN D;0;198.22;0.0;58.92;0.0;0;14.0;4.0;2.0;C10H14O4;0;0;4.0
ERYCIBENIN B;0;372.37;2.25;131.36;4.0;0;27.0;7.0;5.0;C20H20O7;0;0;11.0
NAZARTINIB MESYLATE;0;645.18;4.32;83.36;6.0;0;35.0;8.0;1.0;C27H41ClN6O8S;1;0;10.0
SODA LIME;0;96.07;1.876780619286043;18.1;0.0;1;4.0;2.0;1.0;HCaNaO2;0;0;0.5
AMBENOXAN;0;267.32;1.08;48.95;8.0;0;19.0;5.0;1.0;C14H21NO4;1;0;5.0
IOPENTOL;0;835.17;-0.97;188.89;13.0;0;35.0;12.0;7.0;C20H28I3N3O9;0;0;7.0
EPIMESTROL;0;302.41;2.88;49.69;1.0;0;22.0;3.0;2.0;C19H26O3;0;0;7.0
SULFACLOZINE;0;284.73;1.51;97.97;3.0;0;18.0;6.0;3.0;C10H9ClN4O2S;0;1;8.0
MAGNESIUM OROTATE;4;334.48;-2.179268712812771;197.0;0.0;0;23.0;8.0;4.0;C10H6MgN4O8;0;0;10.0
ANOMOIAN A;0;765.61;5.57;62.83;13.0;0;34.0;6.0;2.0;C24H32Br4ClN3O3;1;0;8.0
PROXIMICIN A;0;293.24;1.4;136.8;4.0;0;21.0;9.0;4.0;C12H11N3O6;0;0;9.0
LAPYRIUM CHLORIDE;4;398.98;3.55;59.28;15.0;0;26.0;5.0;1.0;C21H35ClN2O3;0;0;5.0
ISAMFAZONE;0;361.44;3.0;55.2;6.0;0;27.0;5.0;0.0;C22H23N3O2;0;0;13.0
SALNACEDIN;0;283.31;0.85;103.7;5.0;0;19.0;6.0;3.0;C12H13NO5S;0;1;7.0
DIETHYLAMINOETHYL DIPHENYLHYDROXYPROPIONATE HYDROCHLORIDE;0;377.91;3.2;49.77;9.0;0;25.0;4.0;1.0;C21H28ClNO3;1;0;8.0
GLYPARAMIDE;0;353.83;2.92;78.51;4.0;0;23.0;6.0;2.0;C15H16ClN3O3S;0;1;9.0
GRIFFONIN;0;329.31;-3.09;163.63;3.0;0;23.0;9.0;6.0;C14H19NO8;0;0;6.0
BOLENOL;0;288.48;5.09;20.23;1.0;0;21.0;1.0;1.0;C20H32O;0;0;5.0
TERFLURANOL;0;310.31;4.94;40.46;4.0;0;22.0;2.0;2.0;C17H17F3O2;0;0;8.0
MAFOPRAZINE;0;401.48;3.38;54.04;8.0;0;29.0;6.0;1.0;C22H28FN3O3;0;0;10.0
PUMAFENTRINE;0;477.65;4.99;54.37;7.0;0;35.0;6.0;0.0;C29H39N3O3;0;0;12.0
CICLIOMENOL;0;330.21;4.66;20.23;1.0;0;16.0;1.0;1.0;C14H19IO;0;0;5.0
TRIPROLIDINE HYDROCHLORIDE;4;332.88;3.92;16.13;4.0;0;21.0;2.0;0.0;C19H25ClN2O;1;0;8.0
BECLABUVIR HYDROCHLORIDE;0;696.31;4.69;104.19;6.0;0;47.0;10.0;1.0;C36H46ClN5O5S;0;1;16.0
INTRIPTYLINE;0;285.39;4.17;3.24;1.0;0;22.0;1.0;0.0;C21H19N;0;0;13.0
IOPRONIC ACID;0;673.02;3.97;84.86;9.0;0;24.0;6.0;2.0;C15H18I3NO5;0;1;6.0
DUOMETACIN;0;353.37;3.28;77.76;6.0;0;26.0;6.0;1.0;C20H19NO5;0;1;12.0
CLONITRATE;0;200.53;0.01;104.74;6.0;0;12.0;8.0;0.0;C3H5ClN2O6;0;0;2.0
PLAKINAMINE G;0;436.68;6.12;55.12;3.0;0;32.0;3.0;3.0;C29H44N2O;1;0;9.0
PENTIZIDONE;0;184.19;0.34;70.92;3.0;0;13.0;5.0;2.0;C8H12N2O3;0;1;4.0
CRASSUMOLIDE A;0;316.44;4.25;46.53;0.0;0;23.0;3.0;1.0;C20H28O3;0;0;7.0
SEPROXETINE HYDROCHLORIDE;0;331.77;4.17;35.25;5.0;0;21.0;2.0;2.0;C16H17ClF3NO;1;0;7.0
COMOSUSOL A;0;262.35;3.39;60.69;4.0;0;19.0;3.0;3.0;C16H22O3;0;0;6.0
TALMETACIN;0;489.91;5.26;83.83;5.0;0;35.0;7.0;0.0;C27H20ClNO6;0;0;18.0
BESULPAMIDE;0;353.83;2.18;95.21;3.0;0;23.0;6.0;2.0;C15H16ClN3O3S;0;0;9.0
AMIDAPSONE;0;291.33;1.59;115.28;3.0;0;20.0;6.0;5.0;C13H13N3O3S;0;0;9.0
XETOAMINOL C;0;229.41;3.62;46.25;11.0;0;16.0;2.0;3.0;C14H31NO;1;0;0.0
PENTIAPINE MALEATE;0;299.4;2.13;36.66;0.0;0;21.0;5.0;0.0;C15H17N5S;0;0;10.0
SALETHAMIDE MALEATE;0;352.39;1.46;52.57;6.0;0;17.0;4.0;2.0;C17H24N2O6;1;0;7.0
OLANEXIDINE;0;372.34;4.07;88.79;9.0;0;24.0;5.0;5.0;C17H27Cl2N5;1;0;6.0
CICLOTROPIUM BROMIDE;0;464.49;5.3;26.3;6.0;0;28.0;3.0;0.0;C25H38BrNO2;0;0;7.0
RIPASUDIL HYDROCHLORIDE DIHYDRATE;2;395.88;1.75;62.3;2.0;0;22.0;5.0;1.0;C15H23ClFN3O4S;0;0;5.0
TOLIODIUM;0;309.17;0.43;0.0;2.0;0;15.0;0.0;0.0;C14H14I+;1;0;8.5
GADOXETATE DISODIUM;4;687.74;0.897959997576967;220.0;15.0;0;40.0;14.0;0.0;C23H29GdN3NaO10;0;0;11.0
ITPP SODIUM SALT;0;737.88;0.0;306.87;0.0;0;33.0;21.0;6.0;C6H6Na6O21P6;0;1;4.0
ASTEROSIDE A;0;1267.37;1.2481641556124146;443.0;17.0;0;86.0;28.0;13.0;C56H91NaO28S;0;0;11.5
METIZOLINE HYDROCHLORIDE;0;266.8;2.75;24.39;2.0;0;16.0;2.0;1.0;C13H15ClN2S;1;0;7.0
BATOPRAZINE;0;230.27;1.2;45.48;1.0;0;17.0;4.0;1.0;C13H14N2O2;1;0;8.0
(R)-3-HYDROXYBUTANOATE;0;104.11;-0.16;57.53;2.0;0;7.0;3.0;2.0;C4H8O3;0;1;1.0
ORILOTIMOD;2;333.34;0.47;145.51;8.0;0;24.0;8.0;6.0;C16H19N3O5;1;1;9.0
MITOCLOMINE;0;312.24;4.44;12.47;6.0;0;20.0;2.0;0.0;C16H19Cl2NO;0;0;7.0
ASOCAINOL;0;417.55;5.11;41.93;5.0;0;31.0;4.0;1.0;C27H31NO3;1;0;13.0
CALCIUM UNDECYLENATE;0;406.62;3.4337839824035203;80.3;16.0;0;27.0;4.0;0.0;C22H38CaO4;0;0;4.0
RORIDIN J;0;528.6;2.68;113.05;0.0;0;38.0;9.0;1.0;C29H36O9;0;0;12.0
VABICASERIN HYDROCHLORIDE;2;264.8;2.49;15.27;0.0;0;17.0;2.0;1.0;C15H21ClN2;1;0;6.0
TRADECAMIDE;0;257.42;3.36;40.54;12.0;0;18.0;3.0;1.0;C15H31NO2;0;0;1.0
NITRICHOLINE;0;149.17;-0.1;52.37;4.0;0;10.0;5.0;0.0;C5H13N2O3+;1;0;1.0
TOLOCONIUM;0;318.57;6.66;0.0;12.0;0;23.0;1.0;0.0;C22H40N+;1;0;3.5
TIAMULIN;0;493.75;4.97;66.84;9.0;0;34.0;5.0;1.0;C28H47NO4S;1;0;6.0
LEVOXADROL HYDROCHLORIDE;0;345.87;3.45;30.49;3.0;0;23.0;3.0;1.0;C20H24ClNO2;1;0;9.0
(R)-IBUPROPHEN;1;206.28;3.07;37.3;4.0;0;15.0;2.0;1.0;C13H18O2;0;1;5.0
DOXAMINOL;0;403.52;4.47;41.93;8.0;0;30.0;4.0;1.0;C26H29NO3;1;0;13.0
FUCODIPHLOROETHOL G;0;498.4;3.99;220.76;5.0;0;36.0;12.0;10.0;C24H18O12;0;0;16.0
ETAQUALONE;0;264.33;3.26;34.89;2.0;0;20.0;3.0;0.0;C17H16N2O;0;0;11.0
PROPIZEPINE;0;296.37;2.74;48.47;3.0;0;22.0;5.0;1.0;C17H20N4O;1;0;10.0
MINOCROMIL;0;356.33;2.73;129.73;5.0;0;26.0;8.0;3.0;C18H16N2O6;0;1;12.0
BOTIACRINE;0;340.49;4.88;23.55;3.0;0;24.0;3.0;0.0;C20H24N2OS;1;0;10.0
MICINICATE;0;381.47;4.74;65.49;5.0;0;28.0;5.0;0.0;C23H27NO4;0;0;11.0
FUSIDATE;0;516.72;5.67;104.06;5.0;0;37.0;6.0;3.0;C31H48O6;0;1;8.0
N6-BENZYLADENOSINE;0;357.37;0.05;125.55;5.0;0;26.0;9.0;4.0;C17H19N5O4;0;0;11.0
N-ISOPROPYL-P-FORMYLBENZAMIDE;0;191.23;1.64;46.17;3.0;0;14.0;3.0;1.0;C11H13NO2;0;0;6.0
PRINOMIDE TROMETHAMINE;0;388.42;1.99;74.89;4.0;0;20.0;5.0;1.0;C19H24N4O5;0;0;10.0
PERFILCON A;0;327.37;1.8800542668502889;104.0;6.0;0;23.0;6.0;2.0;C16H25NO6;0;0;5.0
ZILASCORB (2H);0;265.24;1.35;85.22;2.0;0;19.0;6.0;2.0;C13H12O6;0;1;8.0
SERFIBRATE;0;373.86;2.74;92.7;8.0;0;24.0;6.0;2.0;C16H20ClNO5S;0;1;7.0
ALIFLURANE;0;178.51;1.85;9.23;1.0;0;10.0;1.0;0.0;C4H3ClF4O;0;0;1.0
TILOMISOLE;0;342.81;4.5;54.6;3.0;0;23.0;4.0;1.0;C17H11ClN2O2S;0;1;13.0
SURONACRINE MALEATE;0;420.47;4.22;45.15;3.0;0;23.0;3.0;2.0;C24H24N2O5;0;0;14.0
MIVAZEROL;0;217.23;0.8;92.0;3.0;0;16.0;5.0;4.0;C11H11N3O2;0;1;8.0
SETAZINDOL;0;261.75;3.14;32.26;4.0;0;18.0;2.0;2.0;C15H16ClNO;1;0;8.0
ORANGE OIL;0;218.33;5.346574233421423;17.1;8.0;0;16.0;1.0;0.0;C15H22O;0;0;5.0
GLUCOSULFAMIDE;0;468.44;-4.02;233.95;11.0;0;28.0;13.0;9.0;C13H21N2NaO11S2;0;1;4.5
GUANOCTINE HYDROCHLORIDE;0;207.75;1.68;61.9;2.0;0;12.0;3.0;4.0;C9H22ClN3;1;0;0.0
NABAZENIL;0;537.83;9.31;38.77;11.0;0;39.0;4.0;0.0;C35H55NO3;1;0;9.0
SPIRORENONE;0;364.49;4.08;43.37;0.0;0;27.0;3.0;0.0;C24H28O3;0;0;11.0
TRICLODAZOL;0;385.68;3.01;52.57;3.0;0;24.0;4.0;2.0;C17H15Cl3N2O2;0;0;10.0
CLOTHIXAMIDE;0;442.03;4.38;35.58;6.0;0;30.0;4.0;1.0;C24H28ClN3OS;0;0;12.0
NOREUPENIFELDIN;0;520.67;5.52;96.22;0.0;0;38.0;6.0;3.0;C32H40O6;0;0;13.0
EMEPRONIUM BROMIDE;4;362.36;4.69;0.0;6.0;0;21.0;1.0;0.0;C20H28BrN;0;0;7.0
LOMEFLOXACIN MESYLATE;0;447.46;1.8;74.57;3.0;0;25.0;6.0;2.0;C18H23F2N3O6S;1;1;8.0
COLCHINOL;0;315.37;3.03;73.94;3.0;0;23.0;5.0;3.0;C18H21NO4;1;0;9.0
OXINDANAC;0;282.3;2.74;74.6;3.0;0;21.0;4.0;2.0;C17H14O4;0;1;11.0
TECLOZAN;0;502.27;4.02;59.08;14.0;0;30.0;6.0;0.0;C20H28Cl4N2O4;0;0;6.0
PAZOXIDE;0;317.2;3.28;58.53;1.0;0;19.0;4.0;1.0;C12H10Cl2N2O2S;0;1;8.0
PEMOLINE DIONE;0;177.16;0.99;55.4;1.0;0;13.0;4.0;1.0;C9H7NO3;0;1;7.0
TALOTREXIN;1;573.57;1.29;248.43;12.0;0;42.0;15.0;9.0;C27H27N9O6;0;1;19.0
LETRAZURIL;1;391.19;3.02;91.54;3.0;0;26.0;6.0;1.0;C17H9Cl2FN4O2;0;0;14.0
RAMOPLANIN;0;2254.1;1.0059765543381118;852.0;61.0;0;158.0;32.0;31.0;C106H170ClN21O30;0;0;32.0
IDREMCINAL;0;743.98;3.67;165.84;8.0;0;52.0;13.0;4.0;C39H69NO12;1;0;6.0
NEOCARZINOSTATIN;0;643.65;1.68;154.54;7.0;0;47.0;12.0;3.0;C35H33NO11;0;0;20.0
MORAZONE;0;377.49;3.45;39.4;4.0;0;28.0;5.0;0.0;C23H27N3O2;0;0;12.0
THIOUREIDO SULFONAMIDE;0;386.55;-0.84;111.85;8.0;0;25.0;8.0;5.0;C15H26N6O2S2;1;1;6.0
BIRIPERONE;0;391.49;4.01;39.34;5.0;0;29.0;4.0;1.0;C24H26FN3O;0;0;13.0
TRILOBIN;0;608.9;7.47;105.45;24.0;0;43.0;7.0;3.0;C36H64O7;0;0;5.0
QUISINOSTAT HYDROCHLORIDE;0;430.94;2.09;95.31;6.0;0;29.0;8.0;3.0;C21H27ClN6O2;1;0;11.0
ISCOTRIZINOL;0;766.0;10.38;156.46;21.0;0;56.0;12.0;4.0;C44H59N7O5;0;0;19.0
PESCAPREIN XXV;0;1367.67;2.874424714489525;339.0;29.0;0;96.0;25.0;7.0;C71H114O25;0;0;15.0
MAGNESIUM TRISILICATE;4;260.86;-4.778041240736018;145.0;2.0;1;13.0;8.0;0.0;Mg2O8Si3;0;0;0.0
PROBICROMIL CALCIUM;0;382.34;2.25;135.02;4.0;0;25.0;8.0;2.0;C17H10CaO8;0;1;13.0
PHORBIN A;0;386.58;5.61;57.53;10.0;0;28.0;3.0;2.0;C25H38O3;0;0;7.0
CATRAMILAST;0;302.37;2.78;56.25;7.0;0;22.0;5.0;1.0;C17H22N2O3;0;0;8.0
IPROTIAZEM;0;647.88;6.35;63.71;14.0;0;46.0;8.0;0.0;C37H49N3O5S;0;0;15.0
MALETTININ C;0;292.33;1.36;75.99;0.0;0;21.0;5.0;2.0;C16H20O5;0;0;7.0
LOMETRALINE;0;239.75;3.29;12.47;2.0;0;16.0;2.0;0.0;C13H18ClNO;0;0;5.0
BISDISULIZOLE DISODIUM;0;674.58;1.76;274.84;6.0;0;40.0;16.0;6.0;C20H12N4Na2O12S4;0;1;17.0
LAUROLINIUM ACETATE;0;386.58;5.94;29.9;11.0;0;24.0;2.0;2.0;C24H38N2O2;0;0;7.0
DOFAMIUM CHLORIDE;0;454.1;5.08;49.41;16.0;0;30.0;5.0;1.0;C25H44ClN3O2;0;0;5.0
ADITEREN;0;275.31;0.83;122.3;4.0;0;20.0;7.0;6.0;C13H17N5O2;0;0;8.0
DASOLAMPANEL ETIBUTIL;0;461.99;4.03;102.02;8.0;0;32.0;8.0;2.0;C23H32ClN5O3;0;1;10.0
TAURULTAM;0;136.18;-1.53;58.2;0.0;0;8.0;4.0;2.0;C3H8N2O2S;0;0;1.0
FEBUVERINE;0;466.62;4.08;59.08;12.0;0;34.0;6.0;0.0;C28H38N2O4;0;0;11.0
31ALPHA-HYDROXY-32,33-DIHYDRO-8-HYDROXYMANZAMINE A;0;582.79;5.76;95.85;1.0;0;43.0;7.0;4.0;C36H46N4O3;1;0;16.0
TOLPADOL;0;450.54;4.74;83.98;7.0;0;34.0;6.0;2.0;C28H26N4O2;0;0;18.0
(-)-ROLIPRAM;0;275.35;2.62;47.56;4.0;0;20.0;4.0;1.0;C16H21NO3;0;0;7.0
FLOTRENIZINE;0;492.65;6.48;26.71;8.0;0;36.0;3.0;1.0;C31H38F2N2O;0;0;13.0
AMAZOQUINONE;0;436.59;5.68;71.44;0.0;0;32.0;4.0;1.0;C28H36O4;0;0;11.0
LUPROSTIOL;0;444.98;3.12;107.22;12.0;0;29.0;6.0;4.0;C21H29ClO6S;0;1;7.0
MANTABEGRON;0;301.43;2.98;41.49;6.0;0;22.0;3.0;2.0;C19H27NO2;1;0;7.0
LUROSETRON;0;312.35;2.55;53.92;2.0;0;23.0;5.0;1.0;C17H17FN4O;0;0;11.0
SITRAVATINIB MALATE;0;763.78;6.52;114.47;12.0;0;45.0;9.0;3.0;C37H35F2N5O9S;0;0;22.0
SULFOSULFURON;0;470.49;0.45;170.95;7.0;0;31.0;13.0;2.0;C16H18N6O7S2;0;1;11.0
DICHLOROXYLENOL;0;191.06;3.32;20.23;0.0;0;11.0;1.0;1.0;C8H8Cl2O;0;0;4.0
DROTEBANOL;0;333.43;1.48;62.16;2.0;0;24.0;5.0;2.0;C19H27NO4;1;0;7.0
DADAHOL A;0;698.72;5.84;170.44;16.0;0;51.0;12.0;4.0;C39H38O12;0;0;21.0
AMMONIUM CARBONATE;0;96.09;-4.489736415932821;65.2;0.0;0;6.0;3.0;2.0;CH8N2O3;0;0;0.0
SORAPHEN A;0;520.66;3.8;103.68;4.0;0;37.0;8.0;2.0;C29H44O8;0;0;8.0
CETOHEXAZINE;0;124.14;0.39;45.75;0.0;0;9.0;3.0;1.0;C6H8N2O;0;0;4.0
AMOLANONE HYDROCHLORIDE;0;345.87;3.62;29.54;6.0;0;23.0;3.0;0.0;C20H24ClNO2;1;0;9.0
BUXMICROPHYLLINE F;0;590.85;6.1;78.87;7.0;0;43.0;6.0;2.0;C37H54N2O4;1;0;12.0
FLUCARBAZONE;0;396.3;0.44;121.52;4.0;0;26.0;10.0;1.0;C12H11F3N4O6S;0;1;8.0
ANTHELMYCIN;0;583.55;-8.64;342.94;10.0;0;40.0;19.0;16.0;C21H37N5O14;1;0;6.0
MENABITAN;0;576.87;8.08;42.01;12.0;0;42.0;5.0;0.0;C37H56N2O3;1;0;11.0
KARAVOATE E;0;542.85;8.28;55.76;8.0;0;39.0;4.0;1.0;C35H58O4;0;0;7.0
FLUDAZONIUM;0;553.27;7.37;35.11;9.0;0;35.0;4.0;0.0;C26H20Cl4FN2O2+;1;0;16.0
CARUBICIN HYDROCHLORIDE;0;549.96;0.73;196.84;3.0;0;37.0;11.0;7.0;C26H28ClNO10;1;0;13.0
ACERANOL ACETATE;0;544.82;8.25;53.99;1.0;0;39.0;5.0;0.0;C34H56O5;0;0;7.0
PIRANDAMINE;0;257.38;3.13;12.47;3.0;0;19.0;2.0;0.0;C17H23NO;1;0;7.0
NECTRISINE;0;131.13;-1.85;73.05;1.0;0;9.0;4.0;3.0;C5H9NO3;0;0;2.0
LIPOXAZOLIDINE C;0;307.43;4.02;55.4;10.0;0;22.0;4.0;1.0;C18H29NO3;0;0;5.0
L-745870;0;326.83;3.54;35.16;3.0;0;23.0;4.0;1.0;C18H19ClN4;0;0;11.0
UPENAZIME;0;286.42;2.2;89.24;9.0;0;20.0;6.0;4.0;C14H30N4O2;1;0;2.0
DEDITONIUM BROMIDE;0;742.77;9.28;18.46;21.0;0;42.0;4.0;0.0;C38H66Br2N2O2;0;0;6.0
FENIODIUM CHLORIDE;0;454.35;2.43;0.0;2.0;0;17.0;0.0;0.0;C12H6Cl5I;0;0;7.0
BCX4430-MP;0;345.25;-1.62;186.84;4.0;0;23.0;11.0;8.0;C11H16N5O6P;1;1;6.5
LAURCETIUM;0;300.51;4.55;26.3;14.0;0;21.0;3.0;0.0;C18H38NO2+;1;0;1.0
PIRBENICILLIN;0;510.58;0.49;164.58;8.0;0;36.0;11.0;5.0;C24H26N6O5S;1;1;15.0
ALOGLUTAMOL;0;377.28;-3.201374230093524;230.0;7.0;0;24.0;13.0;11.0;C10H24AlNO12;0;0;0.0
NORBUDRINE;0;223.27;1.27;72.72;4.0;0;16.0;4.0;4.0;C12H17NO3;1;0;5.0
DEXTROMORAMIDE TARTRATE;4;542.63;3.71;32.78;6.0;0;29.0;4.0;0.0;C29H38N2O8;0;0;12.0
BARIUM;3;137.33;-1.0;0.0;0.0;1;1.0;0.0;0.0;Ba;0;0;0.0
ETHYL CARTRIZOATE;0;700.0;3.14;110.8;6.0;0;26.0;8.0;2.0;C15H15I3N2O6;0;0;8.0
AMCINAFAL;0;462.56;3.2;93.06;4.0;0;33.0;6.0;2.0;C26H35FO6;0;0;9.0
DELFAPRAZINE;0;266.39;3.0;15.27;3.0;0;20.0;2.0;1.0;C18H22N2;1;0;9.0
ANGELOYLGOMISIN H;0;500.59;4.75;92.68;7.0;0;36.0;8.0;1.0;C28H36O8;0;0;11.0
CROTAMITON;4;203.28;2.92;20.31;3.0;0;15.0;2.0;0.0;C13H17NO;0;0;6.0
ROBUSTOL;0;412.57;7.38;69.92;0.0;0;30.0;4.0;3.0;C26H36O4;0;0;9.0
ALSTILOBANINE A;0;344.41;1.03;94.58;2.0;0;25.0;6.0;4.0;C19H24N2O4;1;0;9.0
SORBITAN MONOPALMITATE;0;402.57;3.49;96.22;17.0;0;28.0;6.0;3.0;C22H42O6;0;0;2.0
OXDRALAZINE;0;213.24;-1.45;107.53;6.0;0;15.0;7.0;5.0;C8H15N5O2;1;0;4.0
BINIFIBRATE;0;498.92;3.91;113.91;10.0;0;35.0;9.0;0.0;C25H23ClN2O7;0;0;15.0
AXINISOTHIOCYANATE M;0;279.45;4.15;32.59;2.0;0;19.0;2.0;1.0;C16H25NOS;0;0;5.0
OCTAFONIUM;0;396.64;6.74;9.23;12.0;0;29.0;2.0;0.0;C27H42NO+;1;0;8.0
CARTAZOLATE;0;290.37;2.84;69.04;7.0;0;21.0;6.0;1.0;C15H22N4O2;0;0;7.0
BAVACHININ A;0;338.4;4.62;55.76;4.0;0;25.0;4.0;1.0;C21H22O4;0;0;11.0
AMUSTALINE;0;434.37;4.51;54.46;11.0;0;29.0;5.0;1.0;C22H25Cl2N3O2;1;0;11.0
GUAIACOLSULFONIC ACID;0;204.2;0.65;83.83;2.0;0;13.0;5.0;2.0;C7H8O5S;0;1;4.0
BELOXAMIDE;0;283.37;3.6;29.54;7.0;0;21.0;3.0;0.0;C18H21NO2;0;0;9.0
TIGLOIDINE;0;223.32;2.12;29.54;2.0;0;16.0;3.0;0.0;C13H21NO2;1;0;4.0
QUASSILACTONE;0;374.43;2.43;78.9;2.0;0;27.0;6.0;0.0;C21H26O6;0;0;9.0
CROTOXYFOS;0;314.27;3.61;71.06;7.0;0;21.0;6.0;0.0;C14H19O6P;0;0;5.5
IPRAGRATINE;0;331.46;3.1;49.77;5.0;0;24.0;4.0;1.0;C20H29NO3;1;0;7.0
CHOLINE DIHYDROGEN CITRATE;0;295.29;-1.3608568217516703;155.0;6.0;0;20.0;8.0;4.0;C11H21NO8;0;0;2.0
OMTRIPTOLIDE;0;460.48;1.52;127.49;5.0;0;33.0;9.0;1.0;C24H28O9;0;1;11.0
PIPROZOLIN;0;298.41;1.8;49.85;4.0;0;20.0;5.0;0.0;C14H22N2O3S;0;0;5.0
MEPROCHOL;0;130.21;0.85;9.23;3.0;0;9.0;2.0;0.0;C7H16NO+;1;0;1.0
DEHYDROIMIDACLOPRID;0;253.65;1.58;85.88;4.0;0;17.0;7.0;1.0;C9H8ClN5O2;0;1;8.0
PROPYROMAZINE;0;339.48;4.44;20.31;2.0;0;24.0;3.0;0.0;C20H23N2OS+;1;0;11.0
M-(18F)-FLUOROBENZYLGUANIDINE;3;166.19;0.81;61.9;2.0;0;12.0;3.0;4.0;C8H10FN3;1;0;5.0
POLACRILIN POTASSIUM;0;254.37;4.051445439463222;40.1;3.0;0;17.0;2.0;0.0;C14H15KO2;0;0;7.5
ENTSUFON;0;402.55;3.7;82.06;12.0;0;27.0;6.0;1.0;C20H34O6S;0;1;4.0
PETRICHLORAL;0;725.7;4.79;117.84;12.0;0;33.0;8.0;4.0;C13H16Cl12O8;0;0;0.0
E122;0;458.47;4.61;153.69;4.0;0;31.0;9.0;3.0;C20H14N2O7S2;0;1;15.0
SALPROTOSIDE;0;490.51;2.4;140.98;11.0;0;35.0;10.0;3.0;C25H30O10;0;0;11.0
TOSULUR;0;273.31;1.06;81.7;5.0;0;18.0;6.0;1.0;C11H15NO5S;0;1;5.0
GSK-232802;2;364.49;6.13;57.53;3.0;0;27.0;3.0;2.0;C24H28O3;0;1;11.0
ENPROMATE;0;333.43;4.62;38.33;4.0;0;25.0;3.0;1.0;C22H23NO2;0;0;12.0
SPINOCHROME D;0;238.15;0.51;135.29;0.0;0;17.0;7.0;5.0;C10H6O7;0;1;8.0
SULFALOXIC ACID;0;393.38;0.57;161.9;6.0;0;27.0;10.0;5.0;C16H15N3O7S;0;1;11.0
GALLIUM CITRATE;4;258.82;-3.6913821115351855;141.0;2.0;0;14.0;7.0;1.0;C6H5GaO7;0;0;4.5
PENTAMORPHONE;0;368.48;2.31;61.8;5.0;0;27.0;5.0;2.0;C22H28N2O3;1;0;10.0
MELANOXOIN;0;290.27;2.05;96.22;4.0;0;21.0;6.0;3.0;C15H14O6;0;0;9.0
ETHYL CARFLUZEPATE;0;417.82;2.93;88.07;3.0;0;29.0;7.0;1.0;C20H17ClFN3O4;0;0;13.0
OMEPRAZOLE SULFENAMIDE;0;328.42;2.96;40.16;2.0;0;23.0;5.0;0.0;C17H18N3O2S+;1;0;11.0
PENTACYNIUM CHLORIDE;0;492.54;4.22;33.02;10.0;0;31.0;4.0;0.0;C27H39Cl2N3O;0;0;9.0
TETRAZEPAM;4;288.78;3.61;32.67;1.0;0;20.0;3.0;0.0;C16H17ClN2O;0;0;9.0
ETHOMOXANE HYDROCHLORIDE;0;301.81;2.61;39.72;7.0;0;19.0;4.0;1.0;C15H24ClNO3;1;0;4.0
HEXAETHYLENE GLYCOL;0;282.33;-0.95;86.61;16.0;0;19.0;7.0;2.0;C12H26O7;0;0;0.0
NICAINOPROL;0;369.47;2.41;74.69;7.0;0;27.0;6.0;2.0;C21H27N3O3;1;0;10.0
BISNAFIDE;0;624.61;3.66;185.1;11.0;0;46.0;14.0;2.0;C32H28N6O8;1;0;22.0
DUOCARMAZINE;0;1331.83;2.4672432615316;374.0;34.0;0;95.0;18.0;8.0;C65H75ClN12O17;0;0;34.0
CETOCYCLINE;0;411.41;1.27;158.15;1.0;0;30.0;8.0;6.0;C22H21NO7;0;1;13.0
PENOXSULAM;0;483.38;2.61;116.94;8.0;0;32.0;10.0;1.0;C16H14F5N5O5S;0;0;10.0
MERULINS C;0;270.32;0.97;75.99;1.0;0;19.0;5.0;2.0;C14H22O5;0;0;4.0
COUMETAROL;0;380.35;3.09;110.11;4.0;0;28.0;7.0;2.0;C21H16O7;0;1;14.0
NAPTALAM;0;291.31;3.79;66.4;3.0;0;22.0;4.0;2.0;C18H13NO3;0;1;13.0
RICASETRON;0;313.44;3.12;35.58;1.0;0;23.0;4.0;1.0;C19H27N3O;1;0;8.0
